;Index;id;name;city;min_salary;max_salary;company;days_from_publication;description;conditions;requirement;responsibility;key_skills;Тюмень;Челябинск;Казань;Екатеринбург;Другие города;experience_Более 6 лет;experience_Нет опыта;experience_От 1 года до 3 лет;experience_От 3 до 6 лет;schedule_Гибкий график;schedule_Полный день;schedule_Сменный график;schedule_Удаленная работа;employment_Полная занятость;employment_Проектная работа;employment_Стажировка;employment_Частичная занятость;C#;Git;.NET Framework;SQL;ASP.NET;JavaScript;MS SQL;C++;MVC;ООП;Другие навыки
27;9;34199222;Программист С++;Санкт-Петербург;2;4;Тракт;0.03333333333333333;"Коллектив разработчиков ищет коллегу, который будет активно участвовать в создании новых интересных продуктов и поддерживать/развивать уже существующие приложения. Мы работаем по методологии Scrum и используем практики XP, TDD и других прогрессивных методик программирования. Мы любим рефакторинг, парное программирование и ценим code review. Работаем в VS 2017 + Git + GitLabCI + Redmine. На этой должности наш коллега будет заниматься   Разработкой нового ПО на языке С++ 11/14/17 в среде Visual Studio 2017 для Windows Desktop x64 и Linux на платформах x64, Raspberry PI, Cortex; Поддержкой существующего кода, рефакторингом и написанием юнит-тестов.  Наш коллега должен иметь:  Опыт работы программистом С++ не менее 1 года; Опыт работы в рамках многопоточных приложений; Знание методов синхронизации, специфичных для платфоры Windows (Event, Critical section); Хорошее знание STL в этой области - tread, mutex, conditional.  Мы надеемся, что наш коллега также будет иметь:  Опыт разработки кроссплатформенных приложений под Windiows/Linux; Знания SQL; С#; Опыт разработки задач реального времени.  Главная ценность нашей компании - люди. Мы стремимся регулярно расширять социальный пакет, проводить индексацию и повышение заработной платы, способствовать развитию наших сотрудников. Поэтому мы предлагаем:  Уровень зарплаты от 60 000 до 130 000 рублей (в зависимости от квалификации); Пересмотр зарплаты по результатам работы в конце каждого года; Нормированный рабочий день, гибкий график (начало работы с 8 до 10-45); Официальное оформление с первого дня, полностью белая зарплата; ДМС после испытательного срока; Полная или частичная компенсация курсов повышения квалификации, обучения иностранным языкам и т.д.; Испытательный срок 3 месяца; Офис в центре города (10 минут от м. Петроградская и 10 минут от м. Горьковская, с утра есть парковочные места); Зона отдыха с настольным хоккеем, настольным теннисом, турником и грушей; Оборудованная кухня, чай/кофе за счет компании. Командировки по России, СНГ, Европе (в том числе на международные выставки/конференции);  Немного о нашей деятельности:  Мы занимаемся разработкой и поддержкой системы автоматизации для радиовещания Digispot II - лидирующего ПО среди российских радиостанций. Она предназначена для автоматизации всех технологических процессов на радиостанции, начиная с планирования и подготовки расписания и заканчивая процессами логгирования и архивирования материала после эфира. За 15 лет активного развития на рынке DIGISPOT II стал основой многих крупных и интересных радио-проектов: Европа Плюс, Радио Рекорд, Дорожное Радио, Радио Связной, Эхо Москвы, Дети FM, Коммерсант FM, Бизнес-FM и многих других. Кроме того, мы сопровождаем запуск новых проектов (в прошлом году это были Жара-FM, Студия-21 и другие), и создаем новые продукты. За последние три года мы разработали программное обеспечение: для первого отечественно цифрового микшерного пульта Synergy Mini (2017); мы написали ПО для измерителя громкости ТР-702 (получил престижную отраслевую награду в 2016 году), создали полностью программную профессиональную систему служебной связи для телестудии (2016 год, проект Synapse Intercom); написали ASIO-драйвер для собственной профессиональной звуковой карты (Windows). Если Вы почувствовали себя нашим будущим коллегой - присылайте резюме!";;Опыт работы программистом С++ не менее 1 года. Опыт работы в рамках многопоточных приложений. Знание методов синхронизации, специфичных для платфоры...;Разработкой нового ПО на языке С++ 11/14/17 в среде Visual Studio 2017 для Windows Desktop x64 и...;"Multithread Programming;C++";0;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1
28;35;34199202;Программист С#;Санкт-Петербург;2;4;Тракт;0.03333333333333333;"Коллектив разработчиков ищет коллегу, который будет активно участвовать в создании новых интересных продуктов и поддерживать/развивать уже существующие приложения. Мы работаем по методологии Scrum и используем практики XP, TDD и других прогрессивных методик программирования. Мы любим рефакторинг, парное программирование и ценим code review. Работаем в VS 2017 + Git + GitLabCI + Redmine. На этой должности наш коллега будет заниматься разработкой нового ПО на языке С# в среде Visual Studio 2017:  Разработкой нового ПО на языке С# в Visual Studio 2017 на одном или нескольких направлениях: Web-приложения ASP.NET Core; Сервисы ASP.NET Core Web-API; Десктопные приложения WPF, Windows Forms; Поддержкой и развитием существующего ПО в аналогичных средах Рефакторингом и написанием юнит-тестов  Наш коллега должен иметь:  Опыт работы программистом С# не менее 1 года; Уверенные знания языку C# и платформам .NET и .NET Core Опыт работы с асинхронным кодом Опыт работы с SQL базами данных (MS SQL) Умение писать чистый и понятный код Желание вникать в предметную область и изучать новые технологии  Мы надеемся, что наш коллега также будет иметь:  Опыт работы с системами контроля версий (GIT) Знание HTML, CSS, JavaScript, Bootstrap Знание современных Frontend-фреймворков и библиотек Знание языка C++  Главная ценность нашей компании - люди. Мы стремимся регулярно расширять социальный пакет, проводить индексацию и повышение заработной платы, способствовать развитию наших сотрудников. Поэтому мы предлагаем:  Уровень зарплаты от 60 000 до 130 000 рублей (в зависимости от квалификации); Пересмотр зарплаты по результатам работы в конце каждого года; Нормированный рабочий день, гибкий график (начало работы с 8 до 10-45); Официальное оформление с первого дня, полностью белая зарплата; ДМС после испытательного срока; Полная или частичная компенсация курсов повышения квалификации, обучения иностранным языкам и т.д.; Испытательный срок 3 месяца; Офис в центре города (10 минут от м. Петроградская и 10 минут от м. Горьковская, с утра есть парковочные места); Зона отдыха с настольным хоккеем, настольным теннисом, турником и грушей; Оборудованная кухня, чай/кофе за счет компании. Командировки по России, СНГ, Европе (в том числе на международные выставки/конференции);  Немного о нашей деятельности:  Мы занимаемся разработкой и поддержкой системы автоматизации для радиовещания Digispot II - лидирующего ПО среди российских радиостанций. Она предназначена для автоматизации всех технологических процессов на радиостанции, начиная с планирования и подготовки расписания и заканчивая процессами логгирования и архивирования материала после эфира. За 15 лет активного развития на рынке DIGISPOT II стал основой многих крупных и интересных радио-проектов: Европа Плюс, Радио Рекорд, Дорожное Радио, Радио Связной, Эхо Москвы, Дети FM, Коммерсант FM, Бизнес-FM и многих других. Кроме того, мы сопровождаем запуск новых проектов (в прошлом году это были Жара-FM, Студия-21 и другие), и создаем новые продукты. За последние три года мы разработали программное обеспечение: для первого отечественно цифрового микшерного пульта Synergy Mini (2017); мы написали ПО для измерителя громкости ТР-702 (получил престижную отраслевую награду в 2016 году), создали полностью программную профессиональную систему служебной связи для телестудии (2016 год, проект Synapse Intercom); написали ASIO-драйвер для собственной профессиональной звуковой карты (Windows). Если Вы почувствовали себя нашим будущим коллегой - присылайте резюме!";;Опыт работы программистом С# не менее 1 года. Уверенные знания языку C# и платформам .NET и .NET Core. ;"Разработкой нового ПО на языке С# в Visual Studio 2017 на одном или нескольких направлениях: Web-приложения ASP.NET Core; Сервисы...";"C#;Multithread Programming";0;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1
29;28;34174179;Программист С++;Ростов-на-Дону;3;4;Searchinform;0.16666666666666666;"Компания SearchInform являясь лидером на рынке корпоративных систем безопасности (DLP system) в РФ, расширяет штат и  объявляет конкурс на должность «Системный Программист»   Требования к соискателю:  хорошее знание C и C++ (STL, Boost), понимание ООП, шаблонов проектирования и основных принципов разработки программ; уверенные знания Windows, ее внутренних механизмов и модели безопасности (Win32/NT API, x64, IPC, службы, инжект, перехват функций, недокументированные возможности); опыт разработки многопоточных приложений; навыки исследователя: умение самостоятельно проводить анализ и диагностику проблем, находить решения для сложных и нестандартных задач, пользоваться соответствующими инструментами (WinDBG, Sysinternals, WPP, xperf, API Monitor, IDA Pro); умение писать аккуратный, понятный код и поддерживать его качество на высоком уровне.    Обязанности:  разработка и поддержка компонентов Контура Информационной Безопасности.    Мы предлагаем:  официальное трудоустройство, соблюдение ТК РФ; конкурентоспособную заработную плату, стартовый уровень которой зависит от Вашего опыта и квалификации (оценивается по результатам рассмотрения резюме и удаленного тестового задания); гибкий рабочий график. ";"  официальное трудоустройство, соблюдение ТК РФ; конкурентоспособную заработную плату, стартовый уровень которой зависит от Вашего опыта и квалификации (оценивается по результатам рассмотрения резюме и удаленного тестового задания); гибкий рабочий график. ";Хорошее знание C и C++ (STL, Boost), понимание ООП, шаблонов проектирования и основных принципов разработки программ. Уверенные знания Windows, ее...;Разработка и поддержка компонентов Контура Информационной Безопасности.;"C#;Git;.NET Framework;SQL;ASP.NET";0;0;0;0;1;1;0;0;0;0;1;0;0;1;0;0;0;1;1;1;1;1;0;0;0;0;0;0
30;15;34174174;Программист С++;Самара;3;4;Searchinform;0.16666666666666666;"Компания SearchInform являясь лидером на рынке корпоративных систем безопасности (DLP system) в РФ, расширяет штат и  объявляет конкурс на должность «Системный Программист» Требования к соискателю:   хорошее знание C и C++ (STL, Boost), понимание ООП, шаблонов проектирования и основных принципов разработки программ;   уверенные знания Windows, ее внутренних механизмов и модели безопасности (Win32/NT API, x64, IPC, службы, инжект, перехват функций, недокументированные возможности);   опыт разработки многопоточных приложений;   навыки исследователя: умение самостоятельно проводить анализ и диагностику проблем, находить решения для сложных и нестандартных задач, пользоваться соответствующими инструментами (WinDBG, Sysinternals, WPP, xperf, API Monitor, IDA Pro);   умение писать аккуратный, понятный код и поддерживать его качество на высоком уровне.     Обязанности:  разработка и поддержка компонентов Контура Информационной Безопасности.    Мы предлагаем:  официальное трудоустройство, соблюдение ТК РФ; конкурентоспособную заработную плату, стартовый уровень которой зависит от Вашего опыта и квалификации (оценивается по результатам рассмотрения резюме и удаленного тестового задания); гибкий рабочий график. ";"  официальное трудоустройство, соблюдение ТК РФ; конкурентоспособную заработную плату, стартовый уровень которой зависит от Вашего опыта и квалификации (оценивается по результатам рассмотрения резюме и удаленного тестового задания); гибкий рабочий график. ";Хорошее знание C и C++ (STL, Boost), понимание ООП, шаблонов проектирования и основных принципов разработки программ. Уверенные знания Windows, ее...;Разработка и поддержка компонентов Контура Информационной Безопасности.;"C#;Git;.NET Framework;SQL;ASP.NET";0;0;0;0;1;1;0;0;0;0;0;0;1;1;0;0;0;1;1;1;1;1;0;0;0;0;0;0
31;19;34174193;Программист С++;Казань;3;4;Searchinform;0.16666666666666666;"Компания SearchInform являясь лидером на рынке корпоративных систем безопасности (DLP system) в РФ, расширяет штат и объявляет конкурс на должность «Системный программист» Требования к соискателю:  хорошее знание C и C++ (STL, Boost), понимание ООП, шаблонов проектирования и основных принципов разработки программ; уверенные знания Windows, ее внутренних механизмов и модели безопасности (Win32/NT API, x64, IPC, службы, инжект, перехват функций, недокументированные возможности); опыт разработки многопоточных приложений; навыки исследователя: умение самостоятельно проводить анализ и диагностику проблем, находить решения для сложных и нестандартных задач, пользоваться соответствующими инструментами (WinDBG, Sysinternals, WPP, xperf, API Monitor, IDA Pro); умение писать аккуратный, понятный код и поддерживать его качество на высоком уровне.    Обязанности:  разработка и поддержка компонентов Контура Информационной Безопасности.    Мы предлагаем:  официальное трудоустройство, соблюдение ТК РФ; конкурентоспособную заработную плату, стартовый уровень которой зависит от Вашего опыта и квалификации (оценивается по результатам рассмотрения резюме и удаленного тестового задания); гибкий рабочий график. ";"  официальное трудоустройство, соблюдение ТК РФ; конкурентоспособную заработную плату, стартовый уровень которой зависит от Вашего опыта и квалификации (оценивается по результатам рассмотрения резюме и удаленного тестового задания); гибкий рабочий график. ";Хорошее знание C и C++ (STL, Boost), понимание ООП, шаблонов проектирования и основных принципов разработки программ. Уверенные знания Windows, ее...;Разработка и поддержка компонентов Контура Информационной Безопасности.;"C#;Git;.NET Framework;SQL;ASP.NET";0;0;1;0;0;1;0;0;0;0;1;0;0;1;0;0;0;1;1;1;1;1;0;0;0;0;0;0
32;42;34240074;Embedded программист C++ (ARM, Linux, NVIDIA Jetson) удаленно;Новосибирск;4;4;Intlab;0.06666666666666667;"О нас Сфера деятельности Intlab LLC - создание программных продуктов для разработчиков ПО. Специализируемся на SDK распознавания различных объектов транспорта. Работаем в странах FSU, ЕС, Азии. Цифры и факты:   год основания - 2005;     мы работаем с двумя основными технологическими стеками - C/C++ и Python;   у нас распределенная команда. Наши сотрудники работают в разных городах РФ и СНГ.   Чем предстоит заниматься: Работать в небольших командах (3-4 человека) над несколькими проектами (не более 2-3), развивать и поддерживать их. Мы ожидаем что вы:   имеете большой опыт разработки под Linux (ARM) с использованием C, C++;   имеете опыт оптимизации алгоритмов с использованием SSE, AVX, Neon (через C intrinsics);   обладаете достаточными знаниями в математике для работы над алгоритмами;   владеете техническим английским не ниже intermediate (чтение)   пунктуальны;   имеете возможность уделять нашим задачам от 20 часов в неделю и более.   Какие будут задачи   портирование и последующая оптимизация C/C++ кода с x86-x64 на платформу ARM NEON (Rasperri PI, NVIDIA Jetson)   миграция алгоритмов на платформу NVIDIA CUDA   Условия работы   Удаленная работа   Сдельная оплата   Средняя ожидаемая загрузка 40 часов в неделю или более   Доступность в мессенджере   Возможность общаться голосом ~1 час в день в согласованный промежуток времени   Процедура найма   Кандидаты без опыта работы по данной специальности не рассматриваются   Обязательное оплачиваемое тестовое задание   Испытательный срок 1 месяц  ";;Имеете большой опыт разработки под Linux (ARM) с использованием C, C++. Имеете опыт оптимизации алгоритмов с использованием SSE, AVX, Neon...;Портирование и последующая оптимизация C/C++ кода с x86-x64 на платформу ARM NEON (Rasperri PI, NVIDIA Jetson). ;"C/C++;Qt;Linux;OpenCV;SIMD;ARM;GPU;Python";0;0;0;0;1;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
33;66;33472645;Middle C# Developer ASP.NET MVC;Санкт-Петербург;3;4;Indeed-Id;0.0;Indeed Identity - российский разработчик программных B2B решений в области информационной безопасности для крупных корпоративных заказчиков. Мы разрабатываем линейку продуктов под брендом Indeed-Id, включающую в себя решения для обеспечения строгой аутентификации (отпечатки пальцев, смарт-карты, бесконтактные карты и др), Enterprise Single Sign-On, Windows Domain Authentication, Card Management, Virtual Smart Card. Офисы компании находятся в Санкт-Петербурге, Москве, Великом Новгороде и Вильнюсе. Более чем за десять лет работы нашими клиентами стали: Пенсионный фонд РФ, Новатек, Роснефть, Альфабанк, Мегафон, МТС, Магнит, Банк «Санкт-Петербург», Крайинвестбанк и другие. В данный момент мы ищем разработчиков для работы над новым продуктом, а так же для развития существующих решений. Ждем от вас эффективного выполнения поставленных задач и профессионального роста. Мы со своей стороны обеспечим для этого все возможности.   Требования:  Понимание принципов OOП Знание шаблонов проектирования Опыт программирования на С#/ASP.NET Хорошее знание .NET Framework 4.6 Знание ASP.NET MVC Знание HTML, CSS, Javascript, AJAX, jQuery Знание систем контроля версий (Git, SVN) Умение работать с чужим кодом    Обязанности:  Разработка новых модулей и компонент Поддержка существующего кода Изучение стороннего ПО, API интеграции с ним    Мы предлагаем:  Дружественная атмосфера в команде Гибкие методологии разработки Интересные, технологически и функционально современные продукты Большие возможности для профессионального роста Регулярный пересмотр уровня зп ;  Дружественная атмосфера в команде Гибкие методологии разработки Интересные, технологически и функционально современные продукты Большие возможности для профессионального роста Регулярный пересмотр уровня зп ;Понимание принципов OOП. Знание шаблонов проектирования. Опыт программирования на С#/ASP.NET. Хорошее знание .NET Framework 4.6. Знание ASP.NET MVC. ;Разработка новых модулей и компонент. Поддержка существующего кода. Изучение стороннего ПО, API интеграции с ним.;"ASP.NET;MVC;C#;.NET Framework;HTML;JavaScript;jQuery";0;0;0;0;1;0;0;1;0;0;0;0;1;1;0;0;0;1;0;1;0;1;1;0;0;1;0;1
34;11;23371942;Программист-разработчик С#;Омск;2;4;МИР, Научно-производственное объединение;0.1;"Ведущее промышленное предприятие - поставщик решений в области автоматизации и управления объектами электросетевого хозяйства, одно из лидеров в Сибири и на Дальнем Востоке в разработке ПО для энергосберегающих систем, приглашает Вас присоединиться к нашему дружному и талантливому коллективу IT- специалистов. Обязанности:  разработка конфигуратора интеллектуальных устройств. Используются самые последние инструменты разработки и технологии. В перспективе переход на .NET Standard 2.0 и .NET Core 2.0  Требования:  знание и опыт работы с технологиями и платформами: C#, .NET (4.0; 4.5), WPF понимание шаблонов MVVM  Приветствуется:  опыт написания модульных тестов знание шаблонов проектирования наличие опыта командной разработки наличие личных разработок (домашние проекты) знание принципов рефакторинга опыт работы с гибкими методологиями (Scrum, Kanban, Agile)  Условия:  свободный график работы белая заработная плата (оклад + премия) - по результатам собеседования полный социальный пакет, корпоративные социальные программы работа в успешной компании дружный результативный коллектив  Став частью нашей команды, Вы сможете делать крутые продукты, решать сложные задачи, повлиять на конечный результат продукта, полностью раскрыть себя в интересных проектах по разработке ПО. Результаты вашей работы будут использоваться по всей стране и в ближнем зарубежье.  ";  свободный график работы белая заработная плата (оклад + премия) - по результатам собеседования полный социальный пакет, корпоративные социальные программы работа в успешной компании дружный результативный коллектив  Став частью нашей команды, Вы сможете делать крутые продукты, решать сложные задачи, повлиять на конечный результат продукта, полностью раскрыть себя в интересных проектах по разработке ПО. Результаты вашей работы будут использоваться по всей стране и в ближнем зарубежье.  ;"Знание и опыт работы с технологиями и платформами: C#, .NET (4.0; 4.5), WPF. Понимание шаблонов MVVM. ";;"C#;Git;.NET Framework;SQL;ASP.NET";0;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0;0;1;1;1;1;1;0;0;0;0;0;0
35;20;18293368;Программист С++(Linux);Омск;2;4;МИР, Научно-производственное объединение;0.1;Приглашаем на работу активных, целеустремленных выпускников технических специальностей с хорошим потенциалом, большим запасом теоретических знаний и с желанием развиваться в программировании в крупной надежной Компании! Обязанности:  разработка программ в соответствии с техническим заданием разработка программной документации  Требования:  знание языка программирования C++, gcc ядро Linux (конфигурирование ядра, редактирование драйверов, сборка ядра) администрирование Linux дополнительным преимуществом будет знание:  МЭК: 61850, 61131, 870-5-101/104 Интерфейсы связи: RS-232/485, CAN, I2C, SPI    Условия:  официальное трудоустройство высокий уровень заработной платы свободный график работы белая заработная плата (оклад + премия) - по результатам собеседования корпоративные социальные программы широкие возможности для профессионального и карьерного роста интересная работа в команде профессионалов дружественная атмосфера    Работая в команде профессионалов, Вы сможете повлиять на конечный результат продукта, полностью раскрыть себя в интересных проектах по разработке ПО. НПО МИР - это один из лидирующих в Сибири и на Дальнем Востоке динамично развивающихся поставщиков технологий автоматизации энергосбережения, один из лидеров в разработке ПО для энергосберегающих систем. НПО МИР - лауреат премии Правительства РФ в области качества продукции и услуг, и внедрения высокоэффективных методов менеджмента качества;  официальное трудоустройство высокий уровень заработной платы свободный график работы белая заработная плата (оклад + премия) - по результатам собеседования корпоративные социальные программы широкие возможности для профессионального и карьерного роста интересная работа в команде профессионалов дружественная атмосфера    Работая в команде профессионалов, Вы сможете повлиять на конечный результат продукта, полностью раскрыть себя в интересных проектах по разработке ПО. НПО МИР - это один из лидирующих в Сибири и на Дальнем Востоке динамично развивающихся поставщиков технологий автоматизации энергосбережения, один из лидеров в разработке ПО для энергосберегающих систем. НПО МИР - лауреат премии Правительства РФ в области качества продукции и услуг, и внедрения высокоэффективных методов менеджмента качества;Знание языка программирования C++, gcc. Ядро Linux (конфигурирование ядра, редактирование драйверов, сборка ядра). Администрирование Linux. Дополнительным преимуществом будет знание: МЭК...;Разработка программ в соответствии с техническим заданием. Разработка программной документации.;"C#;Git;.NET Framework;SQL;ASP.NET";0;0;0;0;1;0;1;0;0;0;1;0;0;1;0;0;0;1;1;1;1;1;0;0;0;0;0;0
36;30;32903064;Программист - разработчик C#;Омск;2;4;Интегрикс;0.6333333333333333;Требования: * Понимание принципов работы современных распределенных многопользовательских информационных систем* Понимание принципов ООП, уверенное использование в C#* Уверенное знание SQL на уровне написания кода (запросы, хранимые процедуры, отладка, профайлинг, работа с большими данными)* Опыт работы на платформе .NET от 3х лет* Опыт создания клиентских приложений для баз данных или web-сервисов (WinForms, WPF, ASP.NET MVC, ADO.NET, EF ) Дополнительным плюсом будет являться* Опыт работы с базами данных PostgreSQL* Опыт работы с NHibernate Условия* Гибкий график* Возможна удалённая работа ЗП по результатам собеседования и выполненного тестового задания;;Понимание принципов работы современных распределенных многопользовательских информационных систем. * Понимание принципов ООП, уверенное использование в C#. * Уверенное знание SQL на уровне...;;".NET Framework;C#;MS SQL;SQL;Entity Framework;ADO.NET;ASP.NET;WCF;MVC;NET Core;JavaScript";0;0;0;0;1;0;0;0;1;0;1;0;0;1;0;0;0;1;0;1;1;1;1;1;0;1;0;1
37;1;32881311;Программист С++/Qt;Екатеринбург;2;4;Прософт-Биометрикс;0.0;"Направление деятельности: биометрические системы контроля доступа и учета рабочего времени. Команда отдела биометрических систем разрабатывает биометрическую систему BioSmart. В нее входят ПО BioSmart Studio, контроллеры и терминалы по венам ладони и отпечаткам пальца. Мы ищем коллегу, которого надеемся увлечь биометрией. Основные задачи:  разработка клиентских и серверных приложений для систем биометрической идентификации; поддержка системы BioSmart; участие в проектах по внедрению системы BioSmart; разработка требований к новому функционалу приложений; разработка тестов; разработка документации; Участие в тестировании приложений.  Требования к кандидату:  опыт разработки на С++ не менее 2 лет; опыт разработки с использованием фреймворка Qt не менее 1 года; использование git или другой CVS; работа с системами баг-трекинга; знание SQL (postgresql).  Мы предлагаем:  заработная плата: оклад + премии, стартовые условия обсуждаются в зависимости от квалификации, опыта работы; трудовые отношения в полном соответствии с ТК РФ; ДМС, компенсация спортивного абонемента; место работы: Зоологическая. ";"  заработная плата: оклад + премии, стартовые условия обсуждаются в зависимости от квалификации, опыта работы; трудовые отношения в полном соответствии с ТК РФ; ДМС, компенсация спортивного абонемента; место работы: Зоологическая. ";Опыт разработки на С++ не менее 2 лет. Опыт разработки с использованием фреймворка Qt не менее 1 года. ;Разработка клиентских и серверных приложений для систем биометрической идентификации. Поддержка системы BioSmart. Участие в проектах по внедрению системы BioSmart. ;"C++;Qt;Git;Linux";0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;1
38;73;34266533;Разработчик искусственного интеллекта (С#);Новосибирск;2;4;ИП Лайко;0.03333333333333333;О нас: Небольшая команда разработчиков, занимаемся разработкой ИИ, машинным обучением. Расширяемся, открываем Новосибирский офис.Обязанности:   Разработка алгоритмов искусственного интеллекта Изучение научных статей Разработка юнит-тестов и систем тестирования  Требования:  C# Владение английским на уровне чтения научной литературы. Высшее (неоконченное высшее) математическое или техническое образование, математический склад ума.  Плюсами будут:   С++ Python Опыт работы с git Опыт написания юнит-тестов и интеграционных тестов  Мы предлагаем:  Офис со всем необходимым в центре города рядом с метро Устройство по ТК Гибкое время работы  Этапы общения:  Выдаем тестовое задание. Собеседование по скайпу. Приглашаем в гости к нам в офис, чтобы познакомиться поближе, рассказать о нас подробнее и ответить на все вопросы. ;  Офис со всем необходимым в центре города рядом с метро Устройство по ТК Гибкое время работы  Этапы общения:  Выдаем тестовое задание. Собеседование по скайпу. Приглашаем в гости к нам в офис, чтобы познакомиться поближе, рассказать о нас подробнее и ответить на все вопросы. ;C#. Владение английским на уровне чтения научной литературы. Высшее (неоконченное высшее) математическое или техническое образование, математический склад ума. С++. Python. ;Разработка алгоритмов искусственного интеллекта. Изучение научных статей. Разработка юнит-тестов и систем тестирования.;"C#;Английский язык";0;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1
