;Index;id;name;city;min_salary;max_salary;company;days_from_publication;description;conditions;requirement;responsibility;key_skills;Тюмень;Челябинск;Казань;Екатеринбург;Другие города;experience_Более 6 лет;experience_Нет опыта;experience_От 1 года до 3 лет;experience_От 3 до 6 лет;schedule_Гибкий график;schedule_Полный день;schedule_Сменный график;schedule_Удаленная работа;employment_Полная занятость;employment_Проектная работа;employment_Стажировка;employment_Частичная занятость;C++;SQL;Linux;Python;Автоматизация технологических процессов;C/C++;ORACLE;Oracle Pl/SQL;Git;ARM;Другие навыки
15;61;33591663;Инженер-программист;Самара;2;1;ЭкоСтройРесурс;0.0;Обязанности:  Работа с нетиповыми конфигурациями 1С 8.3 Работа в корпоративных информационных системах на базе 1С:Предприятие 8.3 Понимание бизнес-процессов Документирование изменений в функционале системы  Требования:  Опыт разработки на платформе 1С:8 от 2 лет Желателен опыт работы в области ЖКХ, программы 1С:ЖКХ Знания программирования Ответственность, исполнительность Способность к интенсивной работе в режиме многозадачности  Условия:  Оформление в соответствии с ТК РФ Соц. пакет График работы с 8-00 до 17-00, суб., воскр выходные   ;  Оформление в соответствии с ТК РФ Соц. пакет График работы с 8-00 до 17-00, суб., воскр выходные   ;Опыт разработки на платформе 1С:8 от 2 лет. Желателен опыт работы в области ЖКХ, программы 1С:ЖКХ. ;Работа с нетиповыми конфигурациями 1С 8.3. Работа в корпоративных информационных системах на базе 1С:Предприятие 8.3. ;"1С программирование;Базы данных;Работа с базами данных";0;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
16;49;33979647;Инженер-программист микроконтроллеров (STM32/Atmel);Самара;1;1;ПромТехнолог;0.5666666666666667;"Поволжская компания ПромТехнолог - открывает конкурс на вакансию -Инженер-электроник/Инженер-схемотехник для разработки электронных устройств. Мы занимаемся ремонтом промышленной электроники, автоматизацией технологических процессов и разработкой электронных устройств. Обязанности:  Разработка программного обеспечения по ТЗ для микроконтроллеров. Программирование микроконтроллеров (STM32, Atmel) Составление документации на разработанное ПО  Требования:   Опыт работы с STM32, Atmega от 1 года.   Языки программирования C++;   Опыт работы с IDE Keil, Atmel Studio, CubeMX.   Отладка микропроцессорных систем (JTAG, SWD);   Опыт работы с интерфейсами семейства UART (RS-232/485), CAN, SPI, I2C и протоколом Modbus-RTU       Желательно опыт разработки ПО под Linux/Windows;     Условия:  Стабильный уровень дохода: оклад от 30000 (на руки) + премия за выполненные проекты. Стабильные выплаты 2 раза в месяц. Официальное трудоустройство. Интересные масштабные задачи: развитие производства и приборостроения в Поволжье. Работа в просторном офисе возле Фрегата (Русь-на-Волге, Автовокзал, Дом печати).     ";  Стабильный уровень дохода: оклад от 30000 (на руки) + премия за выполненные проекты. Стабильные выплаты 2 раза в месяц. Официальное трудоустройство. Интересные масштабные задачи: развитие производства и приборостроения в Поволжье. Работа в просторном офисе возле Фрегата (Русь-на-Волге, Автовокзал, Дом печати).     ;Опыт работы с STM32, Atmega от 1 года. Языки программирования C++. Опыт работы с IDE Keil, Atmel Studio, CubeMX. ;Разработка программного обеспечения по ТЗ для микроконтроллеров. Программирование микроконтроллеров (STM32, Atmel). Составление документации на разработанное ПО.;"C/C++;Assembler;MS Visual Studio;C++;Altium Designer;GCC";0;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;1
17;37;34167427;Инженер-программист АСУ ТП;Самара;1;1;ТМ-Сервис;0.23333333333333334;Работа программистом в области промышленной автоматизации нефтяной, энергетической, аграрной отрасли Требования:  Высшее техническое образование по специальности усидчивость самообучаемость коммуникабельность умение читать техническую документации готовность работать в командировках Знания основ современной автоматизации (SCADA, ПЛК, интерфейсы, каналы связи, протоколы передачи данных - в частности решения Siemens: WinCC, Simatic, Profibus) Паскаль, основы SQL.  Обязанности:  Разработка, внедрение и сопровождение автоматизированных систем управления технологическими процессами (АСУ ТП) в нефтяной и энергетической отраслях российской экономики Разработка технической документации к проектируемым АСУ ТП Условия:   Перспективы карьерного роста Полностью официальный доход.  Адрес:  Самара, 6-я просека. ;   Перспективы карьерного роста Полностью официальный доход.  Адрес:  Самара, 6-я просека. ;Высшее техническое образование по специальности. Усидчивость. Самообучаемость. Коммуникабельность. Умение читать техническую документации. Готовность работать в командировках. Знания основ современной автоматизации...;Разработка, внедрение и сопровождение автоматизированных систем управления технологическими процессами (АСУ ТП) в нефтяной и энергетической отраслях российской экономики. ;"C++;SQL;Linux;Python;Автоматизация технологических процессов";0;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;1;1;1;1;1;0;0;0;0;0;0
18;6;33945944;Инженер-программист;Новосибирск;2;1;Запсиблеспроект, филиал ФГБУ Рослесинфорг;0.0;"Обязанности: разрабатывает на основе анализа математических моделей и алгоритмов решения программы, обеспечивающие возможность, выполнения алгоритма и соответственно поставленной задачи средствами вычислительной техники, проводит их тестирование и отладку; разрабатывает технологию решения задачи по всем этапам обработки информации; —осуществляет выбор языка программирования для описания алгоритмов и структур данных; —определяет информацию, подлежащую обработке средствами вычислительной техники, ее объемы, структуру, макеты и схемы ввода, обработки, хранения и вывода, методы ее контроля; —выполняет работу по подготовке программ к отладке и проводит их отладку; —определяет объем и содержание данных контрольных примеров, обеспечивающих наиболее полную проверку соответствия программ их функциональному назначению; —осуществляет запуск отлаженных программ и ввод исходных данных, определяемых условиями поставленных задач; —проводит корректировку разработанной программы на основе анализа выходных данных. Требования: экспертные знания в области геоинформационных систем; опыт программирования в сфере .NET, C# или C++, MapBasic, Java; опыт интеграции различных ГИС и конвертации пространственных и атрибутивных данных;   __ разработка плагинов для MapInfo;   __ опыт интеграции приложений со сторонними системами и БД на основе MS SQL Server или PostgreSQL.   - умение написание SQL-запросов и знание реляционных БД;   - понимание принципов командной разработки программного обеспечения;   - практический опыт работы с MapInfo; - опыт проектирования и разработки геоинформационных систем корпоративного уровня (клиент-сервисные системы). Условия: —режим работы с 8.30 до 17.30; стабильная заработная плата; официальное трудоустройство.";" —режим работы с 8.30 до 17.30; стабильная заработная плата; официальное трудоустройство.";Экспертные знания в области геоинформационных систем. Опыт программирования в сфере .NET, C# или C++, MapBasic, Java. Опыт интеграции различных ГИС...;Разрабатывает на основе анализа математических моделей и алгоритмов решения программы, обеспечивающие возможность, выполнения алгоритма и соответственно поставленной задачи средствами вычислительной...;"C++;SQL;Linux;Python;Автоматизация технологических процессов";0;0;0;0;1;0;0;0;1;0;1;0;0;1;0;0;0;1;1;1;1;1;0;0;0;0;0;0
19;82;34207735;Инженер-программист;Омск;2;1;Метеоприбор;0.1;"Обязанности:  разработка программ для изделий (embedded system) из состава комплексов телемеханики / автоматики (STM, ATmega); управление кодом в системе контроля версий программ git (Bitbucket); сопровождение ранее разработанных на предприятии программ; проведение тестирования / испытаний программ; подготовка и согласование технических заданий (требований к функциям программ); подготовка программной документации; участие в пуско-наладочных работах на объекте автоматизации в период опытной эксплуатации (короткие командировки); анализ требований Заказчика.  Требования:  уровень Senior developer,Developer,специализация:Embedded system опыт по разработке программ (Embedded system) не менее 2 лет; опыт модульного (unit) тестирования программ; высшее техническое образование (математическое, информационное); опыт программирования задач в реальном времени и при ограниченных ресурсах; знание языков программирования (C/C++-обязательно, ассемблер - желательно, другие приветствуются); знание интерфейсов (SPI, I2C, UART, RS232, RS485, другие); знание протоколов передачи данных (Modbus-RTU, DNP3, GPRS, TCP/IP, FTP, SMTP, POP3, IMAP, IEC 60870-5-101/104, другие); знание требований к программному обеспечению средств измерений; представление (заранее приложить к отклику на вакансию) на собеседовании примеров исходного текста (кода) ранее разработанных программ; умение и желание работать в команде.  Условия:  типовые для ООО Метеоприбор ";  типовые для ООО Метеоприбор ;Опыт по разработке программ (Embedded system) не менее 2 лет. Опыт модульного (unit) тестирования программ. Высшее техническое образование (математическое, информационное). ;Разработка программ для изделий (embedded system) из состава комплексов телемеханики / автоматики (STM, ATmega). Управление кодом в системе контроля версий программ...;"C++;Linux;Python";0;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;1;0;1;1;0;0;0;0;0;0;0
20;86;34207210;Инженер-программист (Developer, специализация PLS);Омск;2;1;Метеоприбор;0.1;"Обязанности:  разработка программ для PLS (OC Linux) из состава комплексов телемеханики/автоматики; управление кодом в системе контроля версий программ git (Bitbucket); сопровождение ранее разработанных на предприятии программ; проведение тестирования / испытаний программ; подготовка и согласование технических заданий (требований к функциям программ); подготовка программной документации; участие в пуско-наладочных работах на объекте автоматизации в период опытной эксплуатации (короткие командировки); анализ требований Заказчика.  Требования:  опыт по разработке программ (OC Linux) не менее 2 лет; высшее техническое образование (математическое, информационное); опыт разработки программ для PLC (Advantech, ICP DAS, другие); опыт программирования задач в реальном времени и при ограниченных ресурсах; знание языков программирования (Python, (C/C++-для сопровождения, и другие); знание протоколов передачи данных (Modbus-RTU, DNP3, GPRS, TCP/IP, FTP, SMTP, POP3, IMAP, IEC 60870-5-101/104 и проч.); знание требований к программному обеспечению средств измерений; знание SCADA-систем (желательно); представление (заранее приложить к отклику на вакансию) на собеседовании примеров исходного текста (кода) ранее разработанных программ; умение и желание работать в команде.  Условия:  типовые для ООО Метеоприбор ";  типовые для ООО Метеоприбор ;Опыт по разработке программ (OC Linux) не менее 2 лет. Высшее техническое образование (математическое, информационное). Опыт разработки программ для PLC...;Разработка программ для PLS (OC Linux) из состава комплексов телемеханики/автоматики. Управление кодом в системе контроля версий программ git (Bitbucket). ;"C++;Linux;Python";0;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;1;0;1;1;0;0;0;0;0;0;0
21;87;34205457;Инженер-программист специализация: сервисные программы, Developer;Омск;2;1;Метеоприбор;0.1;"Обязанности:  разработка программ (web) для рабочей станции (ОС Windows) для администрирования комплексов телемеханики / автоматики и их составных частей; управление кодом в системе контроля версий программ git (Bitbucket); сопровождение ранее разработанных на предприятии программ; проведение тестирования / испытаний программ; подготовка и согласование технических заданий (требований к функциям программ); подготовка программной документации; участие в пуско-наладочных работах на объекте автоматизации в период опытной эксплуатации (короткие командировки); анализ требований Заказчика. ) опыт разработки программ (ОС Windows) не менее 2 лет; ) умение и желание работать в оманде. ) представлене (заранее приложить к отклику на вакансию) на собеседовании примеров исходного текста (кода) ранее разработанных программ; ) высшее техническое образование (математическое, информационное); ) знание SCADA-систем (елательно); ) знание требований к программному обеспечению средств измерений; ) знание протоколов передачи данных (Modbus-RTU, DNP3, GPRS, TCP/IP, FTP, SMTP, POP3, IMAP, IEC 60870-5-101/104, ругие); ) знание языков программирования (скриптовые (JS), HTML, (C, C++ – для сопровождения) – обязательно; другие – приветствуются); ) опыт модульного (unit) тестирования программ; ) опыт использования web-технологий (включая верстку);  Требования:  опыт разработки программ (ОС Windows) не менее 2 лет; опыт использования web-технологий (включая верстку); опыт модульного (unit) тестирования программ; знание языков программирования (скриптовые (JS), HTML, (C, C++ – для сопровождения) – обязательно; другие – приветствуются); ) знание протоколов передачи данных (Modbus-RTU, DNP3, GPRS, TCP/IP, FTP, SMTP, POP3, IMAP, IEC 60870-5-101/104, другие); знание требований к программному обеспечению средств измерений; знание SCADA-систем (желательно); высшее техническое образование (математическое, информационное); представление (заранее приложить к отклику на вакансию) на собеседовании примеров исходного текста (кода) ранее разработанных программ; умение и желание работать в команде.  Условия:  типовые для ООО Метеоприбор ";  типовые для ООО Метеоприбор ;опыт разработки программ (ОС Windows) не менее 2 лет. ) умение и желание работать в оманде. ) представлене (заранее приложить к отклику...;Разработка программ (web) для рабочей станции (ОС Windows) для администрирования комплексов телемеханики / автоматики и их составных частей. Управление кодом в...;"Git;HTML;C++;HTML5;SQL";0;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;1;1;0;0;0;0;0;0;1;0;1
22;61;33867749;Программист микроконтроллеров SMT32+SIM800;Казань;2;1;ПромБудущее;0.8;Обязанности:  Программирование SMT32 с доступом к серверу через SIM800, используя SSL и PPP Организация быстрого SSL-соединения устройства с сервером используя PPP Область деятельности: создание/дорабока функционала контроллера для вендингового оборудования (торговых автоматов)  Требования:  Опыт работы с STM32 и SIM800 Уверенное знание сетевых технологий (сокеты, PPP, lwip) Уверенное знание шифрования (SSL/TLS, RSA, AES, SHA256, CA, PKI) Желателен опыт работы с NFC  Условия:  возможна удаленная работа и частичная занятость ;  возможна удаленная работа и частичная занятость ;Опыт работы с STM32 и SIM800. Уверенное знание сетевых технологий (сокеты, PPP, lwip). Уверенное знание шифрования (SSL/TLS...;Программирование SMT32 с доступом к серверу через SIM800, используя SSL и PPP. Организация быстрого SSL-соединения устройства с...;"Assembler;C/C++;STM32";0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1
23;56;33195939;Инженер-программист станков с ЧПУ;Тюмень;2;1;ТРАНСНЕФТЬ - СИБИРЬ, филиал ТРМЗ;0.06666666666666667;"Обязанности: Разработка управляющих программ для токарной, фрезерной обработки изделий на станках с ЧПУ; - Технологический контроль вновь разрабатываемой конструкторской документации; - Составление заявок на проектирование специальной оснастки, инструмента и приспособлений; - Участие в проведении работ по освоению продукции и внедрению в производство новой техники. Требования: Высшее техническое образование (машиностроение, металлообработка); - Опыт работы не менее 3 лет на должности инженера-программиста 2 категории; - Опытный пользователь программ 3D Компас, Word, Excel, Internet; - Знание стоек с ЧПУ Mazatrol, Heidenhain, Sinumerik; - Опыт работы в Cad/Cam - системах; - Активная жизненная позиция, стрессоустойчивость. Условия:  стабильная выплата заработной платы; ДМС; широкий социальный пакет; карьерный рост; выплата 13 заработной платы; премии к праздникам; доставка на работу. ";"  стабильная выплата заработной платы; ДМС; широкий социальный пакет; карьерный рост; выплата 13 заработной платы; премии к праздникам; доставка на работу. ";Опыт работы не менее 3 лет на должности инженера-программиста 2 категории. - Опытный пользователь программ 3D Компас, Word, Excel...;Разработка управляющих программ для токарной, фрезерной обработки изделий на станках с ЧПУ. - Технологический контроль вновь разрабатываемой конструкторской документации. - ;"C++;SQL;Linux;Python;Автоматизация технологических процессов";1;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;1;1;1;1;1;0;0;0;0;0;0
24;46;34276582;Инженер-программист в отдел биллинга;Челябинск;2;1;Уральская энергосбытовая компания;0.0;Обязанности:  Инсталляция и настройка программного обеспечения БД и СП Запуск и остановка БД и СП Резервное копирование БД и СП Проверка резервных копий БД и СП на пригодность к восстановлению Перенос резервных копий БД и СП на устройства вторичного хранения Восстановление БД и СП из резервных копий в случае необходимости Управление безопасностью на уровне БД и СП, в том числе создание, изменение, пользователей и групп Аудит операций, выполняемых в БД и СП другими пользователями Мониторинг, диагностика и настройка производительности БД и СП  Требования:  Высшее техническое образование в области информационных технологий Желательно наличие пройденных учебных курсов Oracle по программам администрирования БД Oracle и серверов приложений WebLogic Опыт работы с ОС Linux, СУБД Oracle, сервером приложений WebLogic на уровне администратора, знание языков программирования SQL, PL/SQL, Java Опыт работы от 1 года в должности администратора БД Oracle и серверов приложений WebLogic Английский в объеме чтения технической литературы Понимание работы компьютерных сетей, СХД и виртуализации  Условия:  Пятидневная рабочая неделя. График работы: с 08-00 до17-00, в пятницу с 08-00 до16-00 Бессрочный трудовой договор Обучение, возможность профессионального роста Ежемесячное премирование до 30% оклада Надбавка за выслугу лет до 15% оклада ;  Пятидневная рабочая неделя. График работы: с 08-00 до17-00, в пятницу с 08-00 до16-00 Бессрочный трудовой договор Обучение, возможность профессионального роста Ежемесячное премирование до 30% оклада Надбавка за выслугу лет до 15% оклада ;Высшее техническое образование в области информационных технологий. Желательно наличие пройденных учебных курсов Oracle по программам администрирования БД Oracle и серверов...;Инсталляция и настройка программного обеспечения БД и СП. Запуск и остановка БД и СП. Резервное копирование БД и СП. ;"Java;Oracle Pl/SQL;Linux;SQL;Администрирование серверов Linux";0;1;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;1;1;0;0;0;0;1;0;0;1
25;81;33715565;Инженер - программист станков с ЧПУ (Омский р-н, с/п Пушкинское, д. Ракитинка);Омск;1;1;Метеоприбор;0.1;"Обязанности: разработка, внедрение и настройка управляющих программ для станков с ЧПУ; разработка трехмерных моделей, технологических процессов производства изделий на станках с ЧПУ; отладка, контроль исправности промышленного оборудования с ЧПУ; контроль соответствия изготавливаемых изделий конструкторской документации; оптимизация режимов резания; создание управляющих программ на 5-ти осевые обрабатывающие центра; обработка первой детали на станке; разработка установочных листов и технических процессов; обеспечение сохранности и систематизации управляющих программ, создание архивов; разработка технической документации. Требования: Инженера-программиста оборудования с ЧПУ принимается лицо, имеющее высшее профессиональное (техническое) образование и стажу работы в должности инженера - программиста от 3-х лет; знание программного пакета NX. PowerMill Условия: полный соц.пакет, 5 дневная рабочая неделя (суббота, воскресенье - выходной), режим работы с 8:00 до 16:40."; полный соц.пакет, 5 дневная рабочая неделя (суббота, воскресенье - выходной), режим работы с 8:00 до 16:40.;Инженера-программиста оборудования с ЧПУ принимается лицо, имеющее высшее профессиональное (техническое) образование и стажу работы в должности инженера - программиста от...;Разработка, внедрение и настройка управляющих программ для станков с ЧПУ. Разработка трехмерных моделей, технологических процессов производства изделий на станках с...;"Компас-3D;ЕСКД;Mathcad;Delphi;Компас;производство;Технический контроль производства;Автоматизация технологических процессов";0;0;0;0;1;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1
26;9;33975905;Инженер-программист микроконтроллеров;Самара;1;1;АйСиБиКом;0.06666666666666667;"Образование высшее техническое Выпускник СГАУ, СамГТУ, ПГУТИ, СамГУ   Опыт работы по этому направлению: более 1 года.   Профессиональные навыки: - Знание языка С (С++). - Умение разобраться в чужом коде. Документирование своего кода. - Умение читать схемы, работать с технической документацией на микросхемы. - Подготовка материалов для инструкций по настройке, инструкций пользователя. - Опыт работы с интерфейсами RS-232, RS-485, Ethernet, i2c, 1-wire, spi.   Задачи: - Разработка, отладка программного обеспечения микроконтроллеров для устройств цифровой и аналоговой схемотехники. - В дальнейшем разработка софта под Linux для встраиваемых систем на микропроцессорах ARM9, MIPS24.   Английский: работа с технической документацией.   Личные качества: - способность взаимодействовать с коллегами по возникающим вопросам. - обучаемость; - инициативность, настойчивость;   Приветствуется опыт работы: - с измерительными приборами (мультиметр, осциллограф) и с паяльником. - с любыми из перечисленных микроконтроллеров и микропроцессоров (MSP430, ARM7, ARM9, MIP24, AVR, CORTEX и др.) - с GSM/GPRS – модемами - с протоколами обмена данными: Modbus, TCP/IP, UDP, LoraWAN, - LINUX - системным администратором - опыт трассировки печатных плат   Условия:  Устройство по ТК РФ, 2 отпуска по 2 недели, рабочий день с 9 до 18 (пт с 9 до 16.45), обед с 13.00 до 13.45 Возможности для роста и развития внутри компании. ДМС после года работы (минимум через 6 месяцев). Современный офис с отличной транспортной развязкой. Дружный коллектив. Премирование. Работа с передовыми технологиями Интернета вещей (IoT). Оклад – 40 т.руб. (до вычета НДФЛ). Испытательный срок – 3 месяца. ";  Устройство по ТК РФ, 2 отпуска по 2 недели, рабочий день с 9 до 18 (пт с 9 до 16.45), обед с 13.00 до 13.45 Возможности для роста и развития внутри компании. ДМС после года работы (минимум через 6 месяцев). Современный офис с отличной транспортной развязкой. Дружный коллектив. Премирование. Работа с передовыми технологиями Интернета вещей (IoT). Оклад – 40 т.руб. (до вычета НДФЛ). Испытательный срок – 3 месяца. ;Образование высшее техническое. Выпускник СГАУ, СамГТУ, ПГУТИ, СамГУ. Опыт работы по этому направлению: более 1 года. Профессиональные навыки: - Знание языка...;Подготовка материалов для инструкций по настройке, инструкций пользователя. - Разработка, отладка программного обеспечения микроконтроллеров для устройств цифровой и аналоговой схемотехники. - ;"C++;SQL;Linux;Python;Автоматизация технологических процессов";0;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;1;1;1;1;1;0;0;0;0;0;0
27;79;33140440;Инженер-программист (Junior);Ростов-на-Дону;0;1;Компания ТрансТелеКом;0.7333333333333333;"Наши требования к кандидатам:  Опыт работы с PHP 7; Хорошее знание Front-end технологий (HTML5, CSS3, jQuery, Git); Хорошие знания PostgreSQL и MySQL (умение строить сложные запросы); Пользователь Linux Высокий уровень ответственности и мотивации. Плюсом будет знание PHP-фреймворка (Laravel);  Ваши обязанности в рамках компании:  Разработка и поддержания программных решений (CRM, БЗ, документооборот, системы обработки данных); Взаимодействие / интеграция с программными решениями сторонних подрядчиков; Доработка существующих проектов; Оформление сопроводительной документации.  Что мы можем предложить:  Работа в команде разработчиков; Возможности профессионального развития (внутреннее развитие и программы кадровой подготовки); Окладно - премиальная система оплаты труда; Полис ДМС; Офис в центре города; Корпоративные скидки. ";;Опыт работы с PHP 7. Хорошее знание Front-end технологий (HTML5, CSS3, jQuery, Git). Хорошие знания PostgreSQL и...;Разработка и поддержания программных решений (CRM, БЗ, документооборот, системы обработки данных). Взаимодействие / интеграция с программными решениями сторонних подрядчиков. ;"HTML5;MySQL;PHP";0;0;0;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
28;10;34100626;Инженер-программист АСУ ТП;Екатеринбург;1;1;ГАЗЭКС;0.03333333333333333;"Обязанности:  разработка и поддержка и корпоративной информационной системы; документирование, разработка инструкций; поддержка пользователей организации (обучение, инструктирование); разработка отчетов; разработка ПО в составе коллектива разработчиков программного обеспечения.  Требования:  высшее образование; возможен прием без опыта работы; приветствуются навыки работы с АСУТП и телеметрией; желательно знание TSQL и одного из языков ООП.  Условия:  трудоустройство согласно ТК РФ; пятидневная рабочая неделя с 9.00. до 18.00, выходные суббота и воскресенье; офис в районе Южного Автовокзала; официальная заработная плата 2 раза в месяц. ";"  трудоустройство согласно ТК РФ; пятидневная рабочая неделя с 9.00. до 18.00, выходные суббота и воскресенье; офис в районе Южного Автовокзала; официальная заработная плата 2 раза в месяц. ";Высшее образование. Возможен прием без опыта работы. Приветствуются навыки работы с АСУТП и телеметрией. Желательно знание TSQL и одного из...;Документирование, разработка инструкций. Поддержка пользователей организации (обучение, инструктирование). Разработка отчетов. Разработка ПО в составе коллектива разработчиков программного обеспечения.;"ООП;Грамотная речь;Разработка инструкций;Автоматизация документооборота;MS PowerPoint";0;0;0;1;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
29;35;30889412;Инженер-программист;Челябинск;0;0;Филиал МАУ МФЦ города Челябинска;0.23333333333333334;"Обязанности: -конфигурация, настройка и администрирование ПК на базе Windows, настройка периферийных устройств, оргтехники;- техническая поддержка пользователей;- администрирование средств защиты информации и средств криптографической защиты информации совместно с ведущим специалистом по защите информации;- помощь ведущему специалисту по защите информации в ведении документации. Требования: - среднее или высшее профессиональное образование (информационные технологии, информационная безопасность)- знание принципов, основ построения и обслуживания ЛВС;- знание и нормативно-методических документов в области защиты информации;- знание программных средств, используемых в целях обеспечения защиты информации (КриптоПро, Secret Net/Secret Net Studio, VipNet, антивирус Касперского);- знание порядка оформления технической документации по защите информации;Желательно:- опыт работы от 1 года;- практический опыт работы с СЗИ и СКЗИ;- опыт ведения/разработки нормативно-методической документации по защите информации. Условия: официальное трудоустройство по ТК РФ полный соц.пакет работа в центре города дружный молодой коллектив возможность карьерного роста"; официальное трудоустройство по ТК РФ полный соц.пакет работа в центре города дружный молодой коллектив возможность карьерного роста;среднее или высшее профессиональное образование (информационные технологии, информационная безопасность). - знание принципов, основ построения и обслуживания ЛВС. - знание и нормативно-методических...;конфигурация, настройка и администрирование ПК на базе Windows, настройка периферийных устройств, оргтехники. - техническая поддержка пользователей. - администрирование средств защиты информации и...;"C++;SQL;Linux;Python;Автоматизация технологических процессов";0;1;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;1;1;1;1;1;0;0;0;0;0;0
